Peak_25860	1067682
Peak_68978	1067682
Peak_19319	1068516
Peak_24518	1068516
Peak_24039	1079493
Peak_25265	1079493
Peak_38063	1079493
Peak_32494	1124797
Peak_106662	1125097
Peak_127062	1125097
Peak_35758	1132532
Peak_17127	1133417
Peak_13453	1136406
Peak_18461	1144096
Peak_239339	1144096
Peak_41520	1144096
Peak_73391	1144096
Peak_78446	1144096
Peak_13897	1157884
Peak_45609	1157884
Peak_143416	1433207
Peak_20312	1433207
Peak_241915	1540886
Peak_17262	1782511
Peak_18368	1783003
Peak_63191	1891624
Peak_56936	1908330
Peak_7031	1908330
Peak_87870	2311403
Peak_10350	2545952
Peak_15640	2546625
Peak_299841	2546625
Peak_55715	2548130
Peak_29004	2548715
Peak_11644	2575686
Peak_18559	2576733
Peak_19533	2578220
Peak_42821	3066273
Peak_148245	3482322
Peak_24338	3482322
Peak_16182	3746819
Peak_62963	3746819
Peak_84832	3746819
Peak_3068	3901217
Peak_274207	6743243
Peak_35692	6743243
Peak_89180	6743243
Peak_27439	8058485
Peak_17068	8061261
Peak_47051	8070339
Peak_94913	8070339
Peak_13439	8077077
Peak_72259	8078293
Peak_37657	8083735
Peak_60194	8083735
Peak_53522	8090505
Peak_62131	8094527
Peak_29728	8097522
Peak_16667	8121007
Peak_38624	8121007
Peak_48303	8167262
Peak_66949	8174338
Peak_44001	8174818
Peak_15104	8202130
Peak_53554	8202612
Peak_142520	8217179
Peak_72909	8217179
Peak_22855	8258968
Peak_33108	8258968
Peak_47507	8258968
Peak_5762	8848806
Peak_27103	8858115
Peak_20720	9162857
Peak_25030	9163683
Peak_32614	9163683
Peak_106534	9181367
Peak_94802	9181367
Peak_109450	9182111
Peak_88632	9182111
Peak_33238	9233268
Peak_108011	9290102
Peak_234043	9290102
Peak_47556	9371491
Peak_36304	9376814
Peak_66862	9401858
Peak_14615	9413014
Peak_39742	9413014
Peak_143575	9825439
Peak_30798	9825439
Peak_122543	9842666
Peak_66630	9842666
Peak_67830	9843519
Peak_66746	10387645
Peak_18721	10635992
Peak_22117	10815054
Peak_27572	10815054
Peak_43861	10815054
Peak_47851	12148405
Peak_74553	12161708
Peak_8880	12161708
Peak_144629	12527540
Peak_23894	12527540
Peak_28980	12528337
Peak_207234	12539957
Peak_53259	12539957
Peak_66219	12539957
Peak_107784	12549648
Peak_89207	12549648
Peak_42519	12618970
Peak_28718	12619891
Peak_23069	13619885
Peak_18390	15139750
Peak_63736	15141863
Peak_13776	15603120
Peak_28500	15603120
Peak_7833	15735789
Peak_30029	15799059
Peak_49180	15799475
Peak_18524	15799908
Peak_15907	16012718
Peak_23962	16012718
Peak_16132	16173180
Peak_59711	16173180
Peak_25983	16175953
Peak_195482	16181615
Peak_9244	16181615
Peak_18942	16216234
Peak_1039	16216922
Peak_36650	16216922
Peak_41893	16623492
Peak_1325	16623930
Peak_10991	16644304
Peak_144890	16644304
Peak_73696	16644304
Peak_27424	17516920
Peak_92783	17531765
Peak_15555	18464213
Peak_8135	18464213
Peak_118039	19010393
Peak_236805	19010393
Peak_23557	19010924
Peak_25231	19010924
Peak_243326	19066961
Peak_62478	19066961
Peak_120209	19073355
Peak_72252	19073872
Peak_139618	19260136
Peak_49539	19260136
Peak_21465	19273259
Peak_25293	19273259
Peak_72212	19273259
Peak_37137	19504896
Peak_89349	19514455
Peak_80968	19815786
Peak_96040	19815786
Peak_56652	20486505
Peak_38163	20733137
Peak_63421	21673454
Peak_47854	21943050
Peak_6789	21956689
